Таблица  - Проверочные прогнозы максимумов весеннего
половодья р.Неман-Мосты по данным, рассчитанным
на дату 28 февраля
Предикторы;; S_2802, H, X2, Xs
Уравнение;;  - 14.22 + 1.54*S_2802 + 1.03*H + 1.45*X2 + 0.36*Xs

№;Год;Hmax фактический;Hф-Hср;(Hф-Hср)^2;Погрешность климатических прогнозов в долях от допустимой погрешности;Hmax прогнозный;Hф-Hп;(Hф-Hп)^2;Погрешность проверочных прогнозов в долях от допустимой погрешности
1.0;1977.0;202.0;-43.351351351351354;1879.3396639883129;-0.71;213.2179653848725;-11.217965384872514;125.84274737619793;-0.18
2.0;1978.0;280.0;34.648648648648646;1200.5288531775016;0.56;304.9993964040802;-24.999396404080187;624.9698205683374;-0.41
3.0;1979.0;553.0;307.64864864864865;94647.69101533966;5.02;448.8821198171568;104.11788018284318;10840.532973768888;1.7
4.0;1980.0;313.0;67.64864864864865;4576.339663988312;1.1;255.0201674871742;57.979832512825794;3361.660978215331;0.95
5.0;1981.0;280.0;34.648648648648646;1200.5288531775016;0.56;232.48644425803914;47.51355574196086;2257.5379792444214;0.77
6.0;1982.0;247.0;1.6486486486486456;2.718042366691005;0.03;261.34726962040963;-14.347269620409634;205.8441455607292;-0.23
7.0;1983.0;234.0;-11.351351351351354;128.85317750182622;-0.19;257.06755417996436;-23.06755417996436;532.1120558455913;-0.38
8.0;1984.0;173.0;-72.35135135135135;5234.718042366691;-1.18;221.93850100133227;-48.93850100133227;2394.9768802573994;-0.8
9.0;1985.0;324.0;78.64864864864865;6185.609934258582;1.28;240.1934985203525;83.8065014796475;7023.529690258158;1.37
10.0;1986.0;320.0;74.64864864864865;5572.420745069393;1.22;333.8845980003744;-13.88459800037441;192.78206163200107;-0.23
11.0;1987.0;329.0;83.64864864864865;6997.096420745069;1.36;263.66548607055245;65.33451392944755;4268.598710397177;1.07
12.0;1988.0;399.0;153.64864864864865;23607.90723155588;2.51;253.55592349024403;145.44407650975597;21153.97939177575;2.37
13.0;1989.0;127.0;-118.35135135135135;14007.042366691016;-1.93;137.5367796211744;-10.53677962117439;111.02372478519591;-0.17
14.0;1991.0;203.0;-42.351351351351354;1793.6369612856101;-0.69;229.0518650931394;-26.051865093139412;678.6996748311358;-0.42
15.0;1992.0;164.0;-81.35135135135135;6618.042366691016;-1.33;120.00156064849921;43.99843935150079;1935.8626653676934;0.72
16.0;1993.0;210.0;-35.351351351351354;1249.7180423666912;-0.58;237.53960329181942;-27.539603291819418;758.429749470791;-0.45
17.0;1994.0;380.0;134.64864864864865;18130.25858290723;2.2;374.037586035271;5.9624139647290235;35.55038028679567;0.1
18.0;1995.0;196.0;-49.351351351351354;2435.5558802045293;-0.8;185.44740440852772;10.552595591472283;111.35727371716025;0.17
19.0;1996.0;325.0;79.64864864864865;6343.90723155588;1.3;365.48021197292906;-40.480211972929055;1638.647561373269;-0.66
20.0;1999.0;328.0;82.64864864864865;6830.799123447771;1.35;272.68952314256575;55.31047685743425;3059.24885019677;0.9
21.0;2001.0;135.0;-110.35135135135135;12177.420745069394;-1.8;132.23845207770802;2.7615479222919816;7.626146927115161;0.05
22.0;2003.0;220.0;-25.351351351351354;642.6910153396641;-0.41;223.09955969556208;-3.0995596955620783;9.607270306352884;-0.05
23.0;2004.0;273.0;27.648648648648646;764.4477720964205;0.45;263.79554173568005;9.204458264319953;84.72205193960788;0.15
24.0;2005.0;196.0;-49.351351351351354;2435.5558802045293;-0.8;273.01936525249926;-77.01936525249926;5931.982623897889;-1.26
25.0;2006.0;280.0;34.648648648648646;1200.5288531775016;0.56;303.6827288964012;-23.682728896401215;560.8716479804372;-0.39
26.0;2007.0;200.0;-45.351351351351354;2056.7450693937185;-0.74;262.8276009956344;-62.827600995634384;3947.3074468666387;-1.02
27.0;2008.0;135.0;-110.35135135135135;12177.420745069394;-1.8;123.25261870764362;11.74738129235638;138.00096722800464;0.19
28.0;2009.0;156.0;-89.35135135135135;7983.663988312637;-1.46;214.30604111003933;-58.30604111003933;3399.5944299255966;-0.95
29.0;2010.0;321.0;75.64864864864865;5722.7180423666905;1.23;333.68176023353783;-12.68176023353783;160.82704262094146;-0.21
30.0;2011.0;195.0;-50.351351351351354;2535.258582907232;-0.82;230.64335253013255;-35.643352530132546;1270.448579587306;-0.58
31.0;2012.0;184.0;-61.351351351351354;3763.988312636962;-1.0;163.37885899572913;20.621141004270868;425.23145631802134;0.34
32.0;2013.0;301.0;55.648648648648646;3096.7720964207447;0.91;361.4200400082243;-60.420040008224305;3650.5812345954255;-0.99
33.0;2015.0;115.0;-130.35135135135135;16991.474799123447;-2.13;124.10405707308101;-9.104057073081009;82.88385518991635;-0.15
34.0;2017.0;263.0;17.648648648648646;311.47479912344767;0.29;182.68371793612172;80.31628206387828;6450.705164564455;1.31
35.0;2018.0;196.0;-49.351351351351354;2435.5558802045293;-0.8;248.44756338243417;-52.44756338243417;2750.7469047544496;-0.86
36.0;2019.0;141.0;-104.35135135135135;10889.204528853179;-1.7;215.96672636519534;-74.96672636519534;5620.010061914074;-1.22
37.0;2021.0;180.0;-65.35135135135135;4270.799123447772;-1.07;213.40855655589897;-33.40855655589897;1116.1316511487;-0.54
Сумма;;9078.0
Средний;;245.35135135135135
Высший;;553.0
Низший;;115.0

σ = ;;90.99731870781696;;σ -;среднеквадратическое отклонение (см)
δдоп =;;61.33219280906864;;δдоп -;допустимая погрешность прогноза (см)
Pк =;;45.94594595;;Pк -;климатическая обеспеченность в %
Pм =;;78.37837838;;Pм -;обеспеченность метода (допустимой погрешности проверочных прогнозов) в %
S =;;51.8862178903388;;S -;среднеквадратическая погрешность (см)
S/σ =;;0.5701950192284249;;S/σ -;критерий эффективности метода прогнозирования
(S/σ)^2 =;;0.3251223599529038;;ρ -;корреляционное отношение
ρ =;;0.8215093669868264;;;(оценка эффективности метода прогнозирования)
Модель:;;Lars5;;δ50% -;погрешность (ошибка) прогнозов (см)
